date,City,State,Dead,Injured,Total,Description
"August 22, 2021",Chicago ,Illinois,1,4,5,"A man was killed and three adults and a teenager were wounded in East Garfield Park, about four hours after a previous mass shooting."
"August 22, 2021",Carbondale,Illinois,1,3,4,A SIU student was killed and three other people wounded at a party hosted at a private residence.
"August 22, 2021",Portland ,Oregon,0,5,5,Five men were wounded at a vigil for a man that had been killed in the same location earlier in the day.
"August 22, 2021",Grand Rapids,Michigan,1,3,4,One person was killed and three wounded in an early morning shooting.
"August 21, 2021",Chicago ,Illinois,0,4,4,Four people were wounded in an East Garfield Park drive-by.
"August 21, 2021",Chicago ,Illinois,1,5,6,"A man was killed and five others wounded while standing in a Calumet Heights parking lot, after two men opened fire from an alley."
"August 20, 2021",Flint ,Michigan,1,3,4,One person died and three were injured after a shooting.
"August 19, 2021",Chicago ,Illinois,0,4,4,Four people were shot in a Bronzeville business.
"August 19, 2021",Philadelphia ,Pennsylvania,1,4,5,A drive-by shooting outside a barbershop killed one and wounded four.
"August 19, 2021",Edgewood,Maryland,1,3,4,A man was killed and three others wounded in an evening shooting.
"August 18, 2021",Germantown,Maryland,1,3,4,"A teenager was arrested for allegedly shooting four people on a basketball court, killing a man and wounding three teenagers."
"August 18, 2021",Youngstown ,Ohio,2,4,6,"Two people, including a 10-year-old girl, were killed, and four wounded after a shooting."
"August 18, 2021",Los Angeles ,California,0,4,4,Four men were wounded after a shooting in Playa del Ray.
"August 18, 2021",Durham ,North Carolina,1,3,4,A man was killed and three injured in a shooting.
"August 17, 2021",New York City ,New York,0,5,5,Five men were wounded in a drive-by shooting outside a grocery store in Brooklyn.
"August 16, 2021",New York City ,New York,0,8,8,Five women and three men were wounded outside a housing project in Brooklyn shortly after midnight.
"August 16, 2021",Detroit ,Michigan,1,3,4,A man was killed and three others injured outside a local bar.
"August 15, 2021",San Antonio ,Texas,3,2,5,"Three people were killed and two injured after a fight escalated in the parking lot of a local sports bar on the East Side, by a man who drew a long gun and shot into the air."
"August 15, 2021",Chicago ,Illinois,0,4,4,Three men and a woman were wounded standing outside a home shortly after midnight.
"August 14, 2021",Akron,Ohio,0,5,5,Four adults and a teenager were wounded outside a nightclub shortly after midnight.
"August 14, 2021",Indianapolis ,Indiana,1,4,5,A man was killed and three adults and a child wounded in a strip mall parking lot in the early morning.
"August 14, 2021",New York City ,New York,0,4,4,Four men were wounded in Brooklyn shortly after midnight.
"August 14, 2021",Trenton,New Jersey,0,4,4,Responding officers found four wounded in the early morning.
"August 13, 2021",Las Vegas ,Nevada,1,6,7,One person was killed and six teenagers wounded after a fight broke out at a local park shortly after midnight.
"August 11, 2021",Philadelphia ,Pennsylvania,1,4,5,A man opened fire on a group playing a dice game outside a local bar. One man was killed and four injured.
"August 10, 2021",Portland ,Oregon,2,4,6,"Two men, identified as rap-artists connected to the Wu-Tang Clan, were killed and four others wounded, in a potential drive-by shooting."
"August 10, 2021",Clarksdale,Mississippi,2,2,4,A woman and teenager were killed and two other individuals wounded in an evening shooting.
"August 9, 2021",Flint ,Michigan,2,4,6,Two teenagers were killed and four others injured at a late-night party at a city park.
"August 9, 2021",Boston ,Massachusetts,1,5,6,A woman was killed and five others were injured in a shooting on Irma Street near the Mattapan/Dorchester border. Police arrived at the scene at about 12:30 a.m. and pronounced the woman dead.
"August 8, 2021",Chicago ,Illinois,1,4,5,A security guard and four others were wounded after a man got into an argument with two security guards outside a club on the South Side.
"August 8, 2021",New Orleans ,Louisiana,0,5,5,Five people were shot in the early morning on Bourbon Street. This was the second weekend in a row with a mass shooting in the city.
"August 8, 2021",Houston ,Texas,1,5,6,A man was killed and five others wounded after a fight in a night club escalated out of the club and into the parking lot.
"August 8, 2021",Chicago ,Illinois,1,6,7,"Two men were arguing outside a lounge on the South Side, before it escalated. One of the two was killed, and the other along with five bystanders was injured."
"August 8, 2021",New York City ,New York,2,3,5,Two men were killed and three wounded at an outdoor event space in Brooklyn shortly after midnight.
"August 7, 2021",Montgomery ,Alabama,0,4,4,Three men and a woman were wounded shortly after midnight.
"August 7, 2021",Chicago ,Illinois,0,4,4,Four men were wounded in a drive-by shooting.
"August 7, 2021",Norfolk ,Virginia,0,4,4,Four people were wounded in an early morning shooting in the Neon District.
"August 6, 2021",Nashville ,Tennessee,0,4,4,"Four people, two on the side walk and two in a vehicle, were wounded in a drive-by shooting in  West Nashville."
"August 4, 2021",Philadelphia ,Pennsylvania,0,4,4,Four adults were wounded a block away from Temple University Hospital.
"August 3, 2021",Urbana,Illinois,1,3,4,A woman was killed and three others injured in the early morning in a home. Three men walked to the side of the home and shot repeatedly through the windows and walls.
"August 2, 2021",Greenwood,South Carolina,3,1,4,Two adults and a child were killed and a child wounded in a home. The shooter was arrested in Florida shortly after.
"August 2, 2021",Columbia ,South Carolina,0,9,9,Nine people were wounded in the early morning at a local dance studio.
"August 1, 2021",New Orleans ,Louisiana,0,5,5,Five adults were wounded in an early morning shooting near Bourbon Street.
"August 1, 2021",New Orleans ,Louisiana,1,3,4,A teenager was killed and two teenagers and an adult were wounded by a teenager in the Central Business District. He was turned in by a family member.
"August 1, 2021",Nacogdoches,Texas,1,3,4,A man was killed and three wounded in an early morning shooting. Five suspects were later arrested.
"August 1, 2021",Providence ,Rhode Island,0,5,5,Five people were wounded in the parking lot of a Popeyes restaurant in the early morning.
"July 31, 2021",Columbus ,Ohio,1,4,5,"Five people were wounded in an early morning shooting outside a local bar, and one died later at the hospital. An argument escalated causing a gunfight between multiple people."
"July 31, 2021",Chicago ,Illinois,0,4,4,Four adults were wounded in an early morning shooting while at a gathering in Jackson Park on the South Side.
"July 31, 2021",Saginaw ,Michigan,2,2,4,Two people were wounded and two killed at a large public gathering.
"July 31, 2021",New York City ,New York,0,10,10,"Ten people, including seven bystanders, were wounded in a night-time gang shooting outside a laundromat. The incident took place in North Corona, Queens."
"July 31, 2021",Indianapolis ,Indiana,0,5,5,Three adults and two children were wounded outside a funeral home. It is believed an argument escalated inside the building prior.
"July 31, 2021",Lexington,Kentucky,0,5,5,Responding officers found five people wounded in an evening shooting.
"July 29, 2021",Davenport,Iowa,0,4,4,A feud between the occupants of two vehicles escalated into gunfire injuring three adults and a child.
"July 29, 2021",Pittsburgh ,Pennsylvania,3,2,5,"After an argument a man shot and killed his parents. He called 911, and stated he wished to turn himself in, but opened fire at responding officers wounding two. He fled the scene in a vehicle that he crashed and was discovered dead due to a self inflicted gunshot wound."
"July 28, 2021",Charleston,South Carolina,1,4,5,"Five people were wounded in an afternoon shooting, with one later dying at the hospital."
"July 28, 2021","Washington, D.C. ","Washington, D.C.",0,4,4,Four adults were wounded in a shooting in Southeast DC.
"July 26, 2021",Fort Worth ,Texas,2,3,5,"A shooter killed one and injured three after opening fire at a backyard party, after becoming upset, leaving and returning. He was chased down by partygoers who threw bricks at him in defense, and was pronounced dead by responding police."
"July 25, 2021",Detroit ,Michigan,0,7,7,Seven people were wounded at a candlelit vigil on the West Side for a hit and run victim. The shooter pulled up in a vehicle and opened fire on the crowd.
"July 25, 2021",Wasco,California,5,1,6,"When responding to a hostage situation at a home in Wasco, officers were fired upon by the shooter. Two officers were shot, and one succumbed to their injuries. Three people inside the house were slain by the shooter. The gunman was also killed during the shootout."
"July 25, 2021",Chicago ,Illinois,0,5,5,"Five men were wounded shortly after midnight while standing in an Austin backyard, after a man entered and opened fire."
"July 25, 2021",Seattle ,Washington,2,3,5,Two people were killed and three injured after someone opened fire on a group leaving a nightclub.
"July 24, 2021",Columbus ,Ohio,0,4,4,Four people were wounded in a parking lot in Short North in an early morning.
"July 24, 2021",Amarillo ,Texas,0,6,6,Six people were wounded in an early morning shooting after an argument escalated at an after-hours club.
"July 24, 2021",Macon,Georgia,2,2,4,Two people were killed and two injured shortly after midnight after a fight escalated.
"July 23, 2021",San Rafael,California,2,4,6,"Two people were killed and four injured inside a parking garage near a local nightclub. Responding officers attempted to stop multiple vehicles leaving the structure, with some carrying shooting victims."
"July 23, 2021",Spartanburg ,South Carolina,2,2,4,Two people were killed and two wounded in a drive-by-shooting.
"July 23, 2021",Darlington,South Carolina,0,4,4,Four people were wounded in a van after individuals in a pickup truck opened fire in the early morning.
"July 22, 2021",Houston ,Texas,1,5,6,One person was killed and five injured outside a local restaurant in a drive-by shooting.
"July 21, 2021",Chicago ,Illinois,2,3,5,"Ten minutes after an earlier shooting, three teenagers "
"July 21, 2021",Adelphi,Maryland,1,4,5,A man was killed and four others wounded at a condo complex after an argument escalated.
"July 21, 2021",Chicago ,Illinois,2,3,5,A 15-year-old and a 16-year-old were killed and three other adults were wounded on a street corner. The 16-year-old died the next day.
"July 21, 2021",Chicago ,Illinois,0,8,8,"Shortly before midnight someone opened fire on a party bus passing by a gas station in Old Town. Seven people were wounded in the bus, and one while pumping gas."
"July 20, 2021",Jacksonville,Texas,4,0,4,Four adults were killed in a robbery after three men broke into their home. The three men were arrested later the next day.
"July 19, 2021",Chicago ,Illinois,0,4,4,Four men were injured in Homan Square while standing outside at night.
"July 19, 2021",Perth Amboy,New Jersey,0,6,6,A gunman opened fire at a group of people leaving a bar early in the morning. Six people were wounded.
"July 18, 2021",Toledo ,Ohio,1,3,4,One person was killed and three wounded in a shooting.
"July 18, 2021",Gainesville ,Florida,1,4,5,A man was killed and four others wounded in a drive by shooting outside of a convenience store.
"July 18, 2021",Burlington,North Carolina,0,4,4,Four were wounded in a shooting after an argument.
"July 18, 2021",Tucson ,Arizona,2,4,6,"Two EMTs were injured after a man opened fire on them as they responded to an unrelated medical incident. The man then drove to a nearby structure fire and shot at nearby people, killing a bystander and wounding a firefighter."
"July 18, 2021",Houston ,Texas,3,2,5,Responding officers arrived at a motel where a man was threatening to kill others and responding officers. The man shot and killed two adults and wounded two others before being shot and killed by police.
"July 18, 2021",Walnut Creek,California,1,3,4,One person died and three were wounded after a shooting outside a nightclub.
"July 17, 2021",Portland ,Oregon,1,6,7,A woman was killed and six others were injured in a shooting in Downtown Portland.
"July 17, 2021",Chicago ,Illinois,0,6,6,Five teenage girls aged 12 to 19 years old were wounded while standing outside a party in Austin on the West Side.
"July 16, 2021",Sacramento ,California,2,4,6,Shortly before midnight two men were killed and four others injured in Old Sacramento near the old train tracks.
"July 16, 2021","Washington, D.C. ","Washington, D.C.",1,5,6,A six-year-old girl was killed and five adults were injured in a shooting in the nation's capital.
"July 16, 2021",Manchester,New Hampshire,0,4,4,Four people were wounded as passengers in a van taking them from a nightclub.
"July 16, 2021",Greenville,South Carolina,1,3,4,One person was killed and three injured at Conestee Park after an argument escalated.
"July 16, 2021",Chicago ,Illinois,1,3,4,One man was killed and three others injured in Austin shortly before midnight.
"July 16, 2021",Philadelphia ,Pennsylvania,1,4,5,An adult was killed and three adults and a fourteen-year-old injured in an evening shooting.
"July 15, 2021",Boston ,Massachusetts,0,4,4,Officers responding to a ShotSpotter alert discovered four people wounded at the Bromley Heath Projects in Mission Hill.
"July 15, 2021",Levelland,Texas,1,3,4,Officers responding to a 911 call were fired upon by a suspect who barricaded themselves in a home. One officer was killed and three injured.
"July 15, 2021",Lake Ozark,Missouri,1,4,5,A man was killed and four others injured after an argument and physical fight between multiple motorcycle clubs escalated.
"July 14, 2021",Chicago ,Illinois,0,5,5,Five adults were wounded outside a food mart in Gresham after three men jumped out of a car and opened fire.
"July 14, 2021",Chicago ,Illinois,0,5,5,"Five people were wounded in West Garfield Park on the West Side, after a man approached them and opened fire."
"July 14, 2021",Claymont,Delaware,2,2,4,A man and teenager were killed and two adults wounded in an evening shooting in the Knollwood neighborhood.
"July 13, 2021",Indianapolis ,Indiana,0,4,4,"Four men were wounded in an early morning shooting, three of the four were found in a vehicle."
"July 13, 2021",Detroit ,Michigan,1,6,7,"A man was killed and six others wounded at a banquet hall, after a shooter opened fire due to an earlier argument. Attendees fired back and wounded the suspect, who was later arrested."
"July 12, 2021",Iselin,New Jersey,0,4,4,Four people were wounded in the early morning at a hotel.
"July 12, 2021",New York City ,New York,0,4,4,Multiple masked shooters wounded four in Queens after exiting a car and opening fire.
"July 12, 2021",Beaver Falls,Pennsylvania,2,3,5,Two men were killed and three injured after a gun fight between two cars in the parking lot of a housing complex.
"July 12, 2021",Castroville,California,3,1,4,Three men were killed and one injured after a gunman opened fire at a house party.
"July 11, 2021",El Paso ,Texas,1,5,6,A man was killed and five others wounded at an activities complex in the early morning.
"July 10, 2021",Philadelphia ,Pennsylvania,0,6,6,Six men were wounded after two shooters walked up to them and opened fire shortly before midnight in the North Philadelphia neighborhood of  Hunting Park.
"July 10, 2021",Boston ,Massachusetts,0,4,4,"Four people were wounded in Dorchester, neighbors at first believed it was continuing Independence Day celebrations."
"July 10, 2021",Springfield ,Ohio,1,3,4,A man was killed and a woman and two children were injured at a gas station in a potential incident of domestic violence.
"July 8, 2021",Hartford,Connecticut,0,4,4,Four men were wounded by five teenagers who opened fire at the same location they had wounded a woman two days prior. The teenagers were later arrested.
"July 5, 2021",Buffalo ,New York,0,4,4,Three adults and a three-year-old were injured while standing outside in a large group after someone opened fire.
"July 5, 2021",Santa Rosa,California,1,3,4,A drive-by shooting left one person dead and three others injured at an illegal fireworks show.
"July 5, 2021",Chicago ,Illinois,2,4,6,"A shooting in Washington Park left two dead and four injured, including a 12-year-old girl and a 13-year-old boy."
"July 5, 2021",Toledo ,Ohio,1,11,12,One person was killed and eleven others injured at an Independence Day block party.
"July 4, 2021",Thermal,California,0,4,4,"An overnight shooting left four injured, two critically."
"July 4, 2021",Cincinnati ,Ohio,2,3,5,Two people were killed and three injured in a shooting at a large teen party at a city park.
"July 4, 2021",Cleveland ,Ohio,0,4,4,Four adults were wounded in an evening shooting.
"July 4, 2021",Peoria,Illinois,0,4,4,Two juveniles and two others were injured on Sunday night.
"July 4, 2021",Omaha,Nebraska,1,4,5,"A group of people were fired upon in a parking lot, leaving one dead and four injured."
"July 4, 2021",Danville ,Illinois,0,4,4,Four people were wounded in a shooting at a rap concert.
"July 4, 2021",Kansas City ,Missouri,0,4,4,"Four adults were wounded at a local club, and all refused to talk with law enforcement about the incident."
"July 4, 2021",Fort Worth ,Texas,0,8,8,Eight people were wounded near a local car wash in the early morning.
"July 4, 2021",Rantoul,Illinois,0,5,5,Two juveniles and three adults were wounded in a shooting.
"July 4, 2021",Dallas ,Texas,0,5,5,A shooting at an Independence Day gathering in southeast Dallas left at least four people wounded.
"July 4, 2021",Dallas ,Texas,3,2,5,A shooting at a neighborhood block party left three people dead and two injured.
"July 3, 2021",Chadbourn,North Carolina,3,1,4,Responding officers found three men killed and one injured at a large party in the early morning.
"July 3, 2021",Lancaster,Pennsylvania,0,4,4,Four adults were wounded in an early morning shooting.
"July 3, 2021",Swainsboro,Georgia,1,3,4,One person was killed and three injured in a shooting at a sports bar.
"July 3, 2021",Chicago ,Illinois,0,4,4,Shortly before midnight four men were wounded in a drive-by shooting in Gresham.
"July 2, 2021",Philadelphia ,Pennsylvania,1,4,5,A man was killed and four others injured after an afternoon shooting in East Mount Airy.
"July 2, 2021",Norfolk ,Virginia,0,4,4,Three teenagers and a six-year-old were injured in an afternoon shooting. A fifteen-year-old was later arrested in connection with the shooting.
"July 2, 2021",Champaign,Illinois,1,4,5,"A teenager was killed and four adults, including a pregnant woman were injured at an American Legion after a funeral."
"July 1, 2021",Chicago ,Illinois,0,7,7,"Unknown assailants fired into a residence in Englewood, injuring seven people including a baby girl."
"July 1, 2021",Spartanburg ,South Carolina,2,4,6,"Two people, including the believed shooter, were killed and four injured in a shooting at a local park."
"July 1, 2021",Chesapeake,Virginia,1,3,4,"Responding police officers to shots fired, found one man deceased and an adult and two teenagers injured."
"June 30, 2021",Chicago ,Illinois,0,4,4,Four teenagers were wounded while walking in Little Village on the West Side in the evening.
"June 30, 2021",Marrero,Louisiana,0,4,4,"A car pulled up to another car waiting to turn and opened fire. An adult, ten-month-old, four and fifteen-year olds were all injured."
"June 30, 2021",Dover ,Delaware,1,3,4,"A group of people were fired upon, leaving one killed and three injured."
"June 30, 2021",Houston ,Texas,3,1,4,Two adults and a six-year-old were killed and a ten-year-old injured in an evening shooting.
"June 28, 2021",Rochester ,New York,1,3,4,"A man opened fire into a crowded Walmart parking lot, killing one and injuring three."
"June 27, 2021",St. Charles,Illinois,1,3,4,A man was killed and three others wounded at a night club in the early morning.
"June 27, 2021",Chicago ,Illinois,1,10,11,A woman died and ten others were injured after three shooters approached them from an alley and opened fire in Marquette Park.
"June 27, 2021",Chicago ,Illinois,1,5,6,Five adults and a teenager were wounded in a drive-by shooting while standing outside in South Shore. A woman died later at the hospital
"June 27, 2021",Memphis ,Tennessee,3,1,4,A tenant with a mental disorder killed three and wounded a neighbor in his boarding house.
"June 27, 2021",Greensboro ,North Carolina,0,4,4,"After an argument escalated at a pool party hosted at an apartment complex, four people were wounded."
"June 26, 2021",Houston ,Texas,1,3,4,A man was killed and three wounded at a pay-per-view event at a nightclub after a fight broke out.
"June 26, 2021",Chicago ,Illinois,1,3,4,A man was killed and three others wounded after an argument escalated in the morning in West Rogers Park.
"June 26, 2021",Fort Deposit,Alabama,1,3,4,An argument escalated at a funeral service after an outside group refused to turn down music in their car. A man was killed and three others injured.
"June 25, 2021",Columbus ,Ohio,0,4,4,Two children and two adults were shot in an SUV.
"June 25, 2021",Chicago ,Illinois,0,4,4,"Shortly before midnight, two men and two women were injured in a drive-by shooting in Park Manor, in which the shooter drove a moped."
"June 25, 2021",New York City ,New York,0,5,5,Five people were shot in an early morning drive-by at a graduation party in the Bronx.
"June 24, 2021",Gainesville ,Florida,1,4,5,"Two shooters opened fire at a local American Legion Post, which was hosting a teen party. All five injured were teenagers."
"June 23, 2021",Buffalo ,New York,0,4,4,"Two adults and two children were wounded at the local JFK Park, after a man opened fire."
"June 23, 2021",Chicago ,Illinois,0,4,4,Four people were shot while standing outside when two shooters opened fire in South Austin.
"June 23, 2021",Montgomery ,Alabama,2,2,4,Two men were found dead and two more injured by responding police officers.
"June 23, 2021",Chicago ,Illinois,0,4,4,Four motorcycle club members were wounded in Englewood.
"June 21, 2021","Washington, D.C. ","Washington, D.C.",0,4,4,Minnesota Vikings defensive tackle Jaylen Twyman was shot along with three others while visiting his aunt.
"June 21, 2021",St. Louis ,Missouri,3,4,7,Three people were killed and four injured in a shooting outside a convenience store.
"June 20, 2021",Richmond ,Virginia,1,3,4,A man was killed and three wounded while leaving Shockoe Bottom after someone opened fire on a group of people.
"June 20, 2021",Cincinnati ,Ohio,1,3,4,A woman was killed and three others injured shortly after midnight.
"June 20, 2021",Aurora ,Colorado,1,4,5,A man was killed and four others wounded during an early morning Juneteenth celebration at a local strip mall.
"June 20, 2021",Wildwood,Florida,1,10,11,A woman was killed and ten others injured at an annual community Fathers Day celebration. The shooter was shortly arrested.
"June 20, 2021",Richmond,California,3,5,8,"Celebrators of a Marimba; a Guatemalan music and dance party, were shot by multiple shooters who fled in vehicles"
"June 20, 2021",Dallas ,Texas,0,8,8,"Eight people were wounded in a shootout between two groups after an argument escalated. Each group had rented a party space, and two of the injured were children."
"June 20, 2021",Granger,Indiana,1,4,5,A man was killed and four others were wounded in an early morning shooting at a local brewing companies parking lot.
"June 20, 2021",Atlantic City,New Jersey,1,3,4,One man was killed and three others injured while standing on a porch after a bicyclist opened fire.
"June 19, 2021",Oakland ,California,1,6,7,A man was killed and five others injured at Lake Merritt near the city's Juneteenth celebration.
"June 19, 2021",Anchorage,Alaska,1,4,5,Four people wounded and one killed in a shooting.
"June 19, 2021",Baton Rouge ,Louisiana,2,4,6,Two people were killed and four injured in a parking lot after an argument escalated between unknown people and partygoers leaving a concert.
"June 19, 2021",Newark ,New Jersey,0,4,4,Responding officers found two wounded men in an early morning shooting. Shortly after two more were identified at a local hospital.
"June 18, 2021",Minneapolis ,Minnesota,0,5,5,Shortly before midnight five people were wounded in Dinkytown.
"June 17, 2021",Durham ,North Carolina,2,2,4,A shooting killed two and wounded another two.
"June 17, 2021",Petersburg,Virginia,0,4,4,Four men were wounded in a shooting.
"June 17, 2021",Paterson ,New Jersey,0,4,4,Four people were wounded in a shooting.
"June 17, 2021","Glendale,Peoria,Surprise",Arizona,1,12,13,"One person was killed and twelve others injured in eight drive-by shootings in the West Valley area. A male suspect was taken into custody. Of the injuries, three were wounded by gunfire, while nine others sustained indirect injuries, such as shrapnel from broken glass due to a car crash."
"June 16, 2021",Baltimore ,Maryland,1,5,6,"Six people were shot, one fatally, in West Baltimore."
"June 15, 2021",Chicago ,Illinois,0,5,5,Five people were wounded at West Garfield Park.
"June 15, 2021",Chicago ,Illinois,5,3,8,Four women were killed and three others injured after gunfire erupted in a South Side residence. Another woman died in a hospital.
"June 15, 2021",Albertville,Alabama,2,2,4,A shooting at a Mueller Water Products factory killed two and injured two others.
"June 14, 2021",Boynton Beach,Florida,1,3,4,A drive-by shooting on Interstate 95 killed one and injured three.
"June 14, 2021",Lansing ,Michigan,2,2,4,Two people were killed and two others injured at a city park.
"June 13, 2021",West Salem,Ohio,1,5,6,An altercation resulted in a shooting that killed one and injured five others at a racetrack.
"June 13, 2021",Louisville ,Kentucky,1,3,4,One man was killed and three other people were injured after a shooting in a Newburg neighborhood.
"June 12, 2021",Cincinnati ,Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.
"June 12, 2021",Chicago ,Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.
"June 12, 2021",Cleveland ,Ohio,3,4,7,Three men were killed while three women and another man were injured in the Kinsman neighborhood.
"June 12, 2021",Austin ,Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another."
"June 11, 2021",Dallas ,Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl."
"June 11, 2021",Winston-Salem ,North Carolina,1,3,4,A shooting left one man dead and four others injured.
"June 11, 2021",Savannah,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.
"June 11, 2021",White Center,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.
"June 10, 2021",Detroit ,Michigan,1,3,4,"A drive by shooting on the west side left one dead and three injured, including a six-year-old boy."
"June 10, 2021",Yonkers,New York,0,4,4,Four people were wounded in a drive by shooting that was potential gang activity.
"June 8, 2021",Memphis ,Tennessee,1,4,5,Four people were wounded and one killed in an afternoon shooting. The suspect is known to the victims.
"June 8, 2021",Nashville ,Tennessee,1,3,4,Three teenagers were wounded and an adult woman was killed after their cars were boxed in by other vehicles and fired upon. A fourth teenager was injured in a car accident as one of the cars attempted to flee the gunfire.
"June 8, 2021",Houston ,Texas,0,5,5,"Four people were shot, and a fifth wounded by bullet fragments in the early morning at a bar. The shooting was believed to be in retaliation of three men being denied entry into the bar."
"June 7, 2021",Cleveland ,Ohio,0,6,6,Six people were wounded in an early morning shooting while standing on a porch.
"June 7, 2021",Homestead,Florida,3,3,6,"A man killed his girlfriend, and another man, and injured three teenagers in a Florida home. The man committed suicide upon police arrival."
"June 6, 2021",Kendall,Florida,3,6,9,Three people were killed and six more injured at a graduation party inside of a restaurant/hookah lounge.
"June 6, 2021",St. Louis ,Missouri,0,4,4,"Three shooters opened fire on a group of teenagers near Kiener Plaza, injuring four."
"June 6, 2021",Maury,North Carolina,0,4,4,Four people were injured by gunfire at a party in a trailer park.
"June 6, 2021",Portland ,Oregon,4,0,4,Four people were shot dead at a home in southeast Portland.
"June 6, 2021",Oakland ,California,0,5,5,Five men were wounded in the Fremont neighborhood in a drive-by shooting.
"June 6, 2021",Salt Lake City,Utah,1,4,5,One person was killed and four more injured in a drive-by shooting.
"June 6, 2021",Chicago ,Illinois,0,8,8,"Two shooters opened fire on a group in Chatham, injuring eight."
"June 5, 2021",Indianapolis ,Indiana,2,2,4,Two people were killed and two more injured while exiting a Boston Market earlier in the morning in northeastern Indianapolis.
"June 5, 2021",New Orleans ,Louisiana,0,8,8,Eight people were wounded in an evening shooting while standing outside a vacant hotel.
"June 4, 2021",Fruitport Township,Michigan,1,3,4,One person was killed and three injured.
"June 2, 2021",Wilmington ,Delaware,1,3,4,"A shooter opened fire on officers during a domestic dispute in an apartment, injuring three. The shooter was found dead from a self-inflicted gunshot wound the next day."
"June 2, 2021",Toledo ,Ohio,0,4,4,Four people were shot and one other was seriously injured after being run over by a car outside a bar.
"June 2, 2021",Magnolia,Arkansas,0,4,4,Police responding to a fight at a local park were then notified of gunfire. Four people were wounded and one of the shooters was arrested after a car chase.
"June 2, 2021",Springfield ,Ohio,0,6,6,Two people are in custody after six people were injured in an overnight shooting at a wake.
"May 31, 2021",St. Louis ,Missouri,0,4,4,Four men were wounded in a drive-by shooting.
"May 31, 2021",Garfield Heights,Ohio,1,4,5,"One person was killed and four others, including two teenagers, were injured in a shooting during a block party."
"May 31, 2021",New York City ,New York,0,5,5,Five people were shot in the Bushwick area of Brooklyn.
"May 30, 2021",Chicago ,Illinois,0,4,4,Four teens injured in drive-by.
"May 30, 2021",Aliceville ,Alabama,1,4,5,One person was killed and four others were injured at a residence.
"May 30, 2021",Hialeah,Florida,3,20,23,"2021 Hialeah shooting: Three shooters stepped out of a white SUV, using assault rifles and handguns, and opened fire on a billiards club. Some of the gunmen are still at large."
"May 29, 2021",San Antonio ,Texas,2,2,4,"Two people were killed and two others injured in a drive-by shooting, after leaving a memorial service at a North Side bar."
"May 28, 2021",Dellwood,Missouri,1,3,4,A man was killed and three other people injured shortly before midnight outside a club.
"May 28, 2021",Miami ,Florida,1,6,7,"Shortly before midnight, police responded to a ShotSpotter alert in Wynwood where they found one person killed and six injured."
"May 27, 2021",Durham ,North Carolina,0,5,5,A drive-by shooting left five people injured.
"May 26, 2021",San Jose,California,10,0,10,2021 San Jose shooting: An employee opened fire at a Santa Clara Valley Transportation Authority 
"May 26, 2021",Chicago ,Illinois,0,4,4,Three teenagers and an adult were wounded in an apartment in the Englewood neighborhood on the South Side. One of the teenagers was pronounced dead before being resuscitated by doctors.
"May 24, 2021",Inkster,Michigan,2,2,4,Two people were killed and two others were injured in a shooting while playing basketball.
"May 24, 2021",West Jefferson,Ohio,4,0,4,At least four people were killed at an apartment complex.
"May 24, 2021",Bay Shore,New York,0,4,4,Four people were wounded at a basketball court near a local marina when someone opened fire.
"May 23, 2021",Chicago ,Illinois,0,4,4,Four men were wounded outside a home in East Garfield Park after a man opened fire in the afternoon.
"May 23, 2021",Paterson ,New Jersey,0,5,5,A shooting at large gathering left five people injured.
"May 23, 2021",Norfolk ,Virginia,0,4,4,Four people were wounded in an overnight shooting.
"May 23, 2021",Youngstown ,Ohio,3,8,11,Three people were killed and eight injured at a local bar in the early morning.
"May 23, 2021",Park Forest,Illinois,0,4,4,An overnight shooting at a private party left four people injured.
"May 22, 2021",San Angelo,Texas,0,4,4,Four people were injured after a shooting at a sports complex.
"May 22, 2021",Columbus ,Ohio,1,5,6,A 16-year-old was killed and at least five other teenagers were wounded in a shooting at Bicentennial Park.
"May 22, 2021",Minneapolis ,Minnesota,2,8,10,"The incident happened in the early morning near a downtown nightclub, after two men opened fire on each other during an argument."
"May 22, 2021",Fort Wayne,Indiana,1,4,5,A woman was killed and four others wounded shortly after midnight. An argument had escalated in the parking lot and gunfire struck people inside their apartments.
"May 22, 2021",North Charleston,South Carolina,1,14,15,A teenager was killed and fourteen injured after a shooting at an unauthorized concert.
"May 22, 2021",Fairfield Township,New Jersey,3,11,14,Two people were killed and twelve others injured at a large house party in a targeted attack.
"May 21, 2021",Albany ,New York,1,5,6,One person was killed and five others were injured. The injured walked themselves to the hospital.
"May 21, 2021",Jersey City,New Jersey,2,4,6,Two people were killed and four injured in a late night shooting.
"May 20, 2021",Evansville,Indiana,0,4,4,Four people were wounded after a fight escalated into a shooting.
"May 18, 2021",Oakland ,California,2,5,7,"Seven people were shot on a party bus celebrating a birthday, two fatally. Police have offered a $40,000 reward for information about the suspect"
